record_type,record_id,entity_a,entity_b,source_a,source_b,field,value_a,value_b,severity
entity,PER-01375,Simon Le Bon,,epstein-docs,rhowardstone,category/role,people,celebrity,low
entity,PER-01377,SIS Lieutenant,,epstein-docs,epstein-docs_role,category/role,people,"Investigator who discovered DVR 2 failure on August 8, 2019",low
entity,PER-01379,Solomon D. Trujillo,,epstein-docs,rhowardstone,category/role,people,associate,low
entity,PER-01380,Sonya Thompson,,epstein-docs,epstein-docs_role,category/role,people,Recipient of the email,low
entity,PER-01382,Sophie Biddle,,epstein-docs,rhowardstone,category/role,people,associate,low
entity,PER-01384,Sophie Dahl,,epstein-docs,rhowardstone,category/role,people,celebrity,low
entity,PER-01385,speer,,epstein-docs,epstein-docs_role,category/role,people,Court Reporter/Transcriber,low
entity,PER-01387,"Stanley J. Okula, JR.",,epstein-docs,epstein-docs_role,category/role,people,Attorney or representative submitting a letter to Judge Pauley,low
entity,PER-01388,Stanley Pottinger,,epstein-docs,epstein-docs_role,category/role,people,Recipient of electronically served document,low
entity,PER-01391,Stephanie Seymour,,epstein-docs,rhowardstone,category/role,people,celebrity,low
entity,PER-01393,Stephen Flatley,,epstein-docs,epstein-docs_role,category/role,people,"Computer Forensic Examiner, FBI's Computer Analysis Response Team",low
entity,PER-01394,Stephen Gillers,,epstein-docs,epstein-docs_role,category/role,people,Expert or witness,low
entity,PER-01396,Stephen Kosslyn,,epstein-docs,rhowardstone,category/role,people,academic,low
entity,PER-01400,Steve Bannon,,epstein-docs,rhowardstone,category/role,people,business,low
entity,PER-01403,Steve Scully,,epstein-docs,rhowardstone,category/role,people,associate,low
entity,PER-01405,Steve Tuckerman,,epstein-docs,rhowardstone,category/role,people,other,low
entity,PER-01416,Stuart Pivar,,epstein-docs,rhowardstone,category/role,people,other,low
entity,PER-01418,Suann Ingle,,epstein-docs,epstein-docs_role,category/role,people,"Sender of email to Kendra Melrose on May 11, 2011",low
entity,PER-01423,Susan,,epstein-docs,epstein-docs_role,category/role,people,Myspace user,low
entity,PER-01424,Susan Elizabeth Brune,,epstein-docs,epstein-docs_role,category/role,people,Witness,low
entity,PER-01425,Susan Hamblin,,epstein-docs,epstein-docs_role,category/role,people,Person who received or left a message,low
entity,PER-01432,Tatum,,epstein-docs,epstein-docs_role,category/role,people,Caller who left messages for Epstein,low
entity,PER-01433,Teala Davies,,epstein-docs,epstein-docs_role,category/role,people,Co-pilot or passenger,low
entity,PER-01437,Teresa Helm,,epstein-docs,epstein-docs_role,category/role,people,Alleged victim,low
entity,PER-01440,Theresa,,epstein-docs,epstein-docs_role,category/role,people,Attorney involved in the juror selection process,low
entity,PER-01441,Theresa Trzaskoma,,epstein-docs,epstein-docs_role,category/role,people,Drafting the brief,low
entity,PER-01443,Thomas M. Valenzuela,,epstein-docs,rhowardstone,category/role,people,associate,low
entity,PER-01447,Tiffany Gramza,,epstein-docs,rhowardstone,category/role,people,associate,low
entity,PER-01451,Timothy J. Ambrose,,epstein-docs,epstein-docs_role,category/role,people,Vice President of Institutional Advancement at Interlochen Center for the Arts,low
entity,PER-01452,Tina Brown,,epstein-docs,rhowardstone,category/role,people,celebrity,low
entity,PER-01453,Todd A. Spodek,,epstein-docs,epstein-docs_role,category/role,people,Attorney for Juror 50,low
entity,PER-01454,Todd Blanche,,epstein-docs,epstein-docs_role,category/role,people,Deputy Attorney General,low
entity,PER-01456,Todd Meistor,,epstein-docs,rhowardstone,category/role,people,other,low
entity,PER-01457,Tom Barrack,,epstein-docs,epstein-docs_role,category/role,people,"Individual listed, potentially significant due to being a businessman and former chairman of the Trump inauguration committee",low
entity,PER-01458,Tom Ford,,epstein-docs,epstein-docs_role,category/role,people,Person mentioned in the context of being alone in a chapel,low
entity,PER-01461,Tom Payette,,epstein-docs,epstein-docs_role,category/role,people,Endorser/Verifier,low
entity,PER-01462,Tom Pritzker,,epstein-docs,rhowardstone,category/role,people,business,low
entity,PER-01470,Tony Blair,,epstein-docs,rhowardstone,category/role,people,politician,low
entity,PER-01471,Tony Figueroa,,epstein-docs,rhowardstone,category/role,people,associate,low
entity,PER-01472,Tony Randall,,epstein-docs,rhowardstone,category/role,people,celebrity,low
entity,PER-01474,Tovah Noel,,epstein-docs,epstein-docs_role,category/role,people,Defendant,low
entity,PER-01476,Tracy Amaladas,,epstein-docs,epstein-docs_role,category/role,people,"Supervisory Deputy United States Marshal, Southern District of New York",low
entity,PER-01479,U.S. Attorney,,epstein-docs,epstein-docs_role,category/role,people,Person meeting with Warden,low
entity,PER-01481,Una Pascal,,epstein-docs,rhowardstone,category/role,people,other,low
entity,PER-01483,Valdson Cotrin,,epstein-docs,rhowardstone,category/role,people,associate,low
entity,PER-01486,Vanessa von Bismarck,,epstein-docs,rhowardstone,category/role,people,other,low
entity,PER-01487,Vera Wang,,epstein-docs,rhowardstone,category/role,people,business,low
entity,PER-01491,Vicky Ward,,epstein-docs,epstein-docs_role,category/role,people,author of the article,low
entity,PER-01492,Victor M. Serby,,epstein-docs,epstein-docs_role,category/role,people,Attorney filing affirmation in opposition to motion to dismiss,low
entity,PER-01495,Virginia,,epstein-docs,epstein-docs_role,category/role,people,"alleged victim, likely Virginia Giuffre",low
entity,PER-01496,Virginia Giuffre,,epstein-docs,epstein-docs_role,category/role,people,Plaintiff,low
entity,PER-01499,Vivienne Stapp,,epstein-docs,epstein-docs_role,category/role,people,"Sender of email to Randy Kim on March 1, 2011",low
entity,PER-01502,Wafic Said,,epstein-docs,rhowardstone,category/role,people,business,low
entity,PER-01507,Warden Tellez,,epstein-docs,epstein-docs_role,category/role,people,responsible for decisions regarding Maxwell's detention,low
entity,PER-01508,Warren Spector,,epstein-docs,rhowardstone,category/role,people,business,low
entity,PER-01513,Wendy Olson,,epstein-docs,epstein-docs_role,category/role,people,"Coordinator, Victim Witness Unit, United States Attorney's Office",low
entity,PER-01515,Wilbur Ross,,epstein-docs,rhowardstone,category/role,people,business,low
entity,PER-01516,Will (William Tucker),,epstein-docs,epstein-docs_role,category/role,people,Pimp Juice's boyfriend,low
entity,PER-01521,"William H. Pauley, III",,epstein-docs,epstein-docs_role,category/role,people,Judge presiding over the case,low
entity,PER-01522,William JULIÉ,,epstein-docs,epstein-docs_role,category/role,people,expert on French extradition law,low
entity,PER-01523,William Kermode,,epstein-docs,epstein-docs_role,category/role,people,Sender of an email attaching a bill of particulars,low
entity,PER-01524,William O'Donohue,,epstein-docs,epstein-docs_role,category/role,people,Author,low
entity,PER-01546,Joe Biden,,epstein-docs,rhowardstone,category/role,people,political,low
entity,PER-01547,Kamala Harris,,epstein-docs,rhowardstone,category/role,people,political,low
entity,PER-01557,Eric Holder,,epstein-docs,epstein-docs_role,category/role,people,Attorney General,low
entity,PER-01562,Fidel Castro,,epstein-docs,rhowardstone,category/role,people,political,low
entity,PER-01567,Tucker Carlson,,epstein-docs,rhowardstone,category/role,people,media,low
entity,PER-01584,David Brooks,,epstein-docs,rhowardstone,category/role,people,media,low
entity,PER-01595,Andres Serrano,,epstein-docs,rhowardstone,category/role,people,other,low
entity,PER-01598,Jean Pigozzi,,epstein-docs,rhowardstone,category/role,people,business,low
entity,PER-01601,Mary Richardson Kennedy,,epstein-docs,rhowardstone,category/role,people,other,low
entity,PER-01610,Mehmet Oz,,epstein-docs,rhowardstone,category/role,people,political,low
entity,PER-01768,Adrian Mucinska,,epstein-docs,rhowardstone,category/role,people,other,low
entity,PER-01788,Analisa Torres,,epstein-docs,epstein-docs_role,category/role,people,US District Court Judge,low
entity,PER-01806,AUSA Pomerantz,,epstein-docs,epstein-docs_role,category/role,people,Assistant United States Attorney,low
entity,PER-01809,AW Skipper Scott,,epstein-docs,epstein-docs_role,category/role,people,Recipient of the initial message,low
entity,PER-01852,Adam Hobson,,epstein-docs,epstein-docs_role,category/role,people,prosecutor for the government,low
entity,PER-01873,Amanda Young,,epstein-docs,epstein-docs_role,category/role,people,Government Witness,low
entity,PER-01970,Alison,,epstein-docs,epstein-docs_role,category/role,people,Possibly a colleague or subordinate with additional information,low
entity,PER-02026,Andrea Constand,,epstein-docs,epstein-docs_role,category/role,people,Alleged victim of Cosby's sexual assault,low
entity,PER-02145,"Ashley, Nick & Ari",,epstein-docs,rhowardstone,category/role,people,associate,low
entity,PER-02153,Associate Warden,,epstein-docs,epstein-docs_role,category/role,people,MCC New York personnel who received notification about Inmate 3's transfer,low
entity,PER-02217,Bruce H. Colton,,epstein-docs,epstein-docs_role,category/role,people,"State Attorney for the Nineteenth Judicial Circuit of Florida, accepting executive assignment for potential proceedings",low
entity,PER-02340,Belo hlavek,,epstein-docs,epstein-docs_role,category/role,people,Assistant State Attorney or prosecutor who took over the Epstein case,low
entity,PER-02382,"Bernstein, D. M.",,epstein-docs,epstein-docs_role,category/role,people,party in a cited case,low
entity,PER-02456,Bob,,epstein-docs,epstein-docs_role,category/role,people,Caller along with Todd Meister,low
entity,PER-02689,C. Thomas McMillen,,epstein-docs,epstein-docs_role,category/role,people,Involved individual,low
entity,PER-02728,Charlie Wagner,,epstein-docs,epstein-docs_role,category/role,people,Likely a flight instructor or supervisor,low
entity,PER-02730,Chris C. Gair,,epstein-docs,rhowardstone,category/role,people,associate,low
entity,PER-02743,Cohen,,epstein-docs,epstein-docs_role,category/role,people,Caller,low
entity,PER-02828,Caroline Ambriano,,epstein-docs,epstein-docs_role,category/role,people,Witness in the Ghislaine Maxwell trial,low
entity,PER-02932,Charles Finch,,epstein-docs,epstein-docs_role,category/role,people,Individual with redacted personal contact information,low
entity,PER-02971,Chief Judge McMahon,,epstein-docs,epstein-docs_role,category/role,people,Chief Judge who ruled on the Government's application to modify the protective order,low
entity,PER-03019,Chuck Grassley,,epstein-docs,epstein-docs_role,category/role,people,Senator (R-Iowa),low
entity,PER-03037,Clarence Darrow,,epstein-docs,epstein-docs_role,category/role,people,Person referenced in message for JE,low
entity,PER-03104,Colon Mass,,epstein-docs,epstein-docs_role,category/role,people,Inmate or handler,low
entity,PER-03290,Dave Rodgers N908je,,epstein-docs,epstein-docs_role,category/role,people,Pilot,low
entity,PER-03296,David Golden,,epstein-docs,epstein-docs_role,category/role,people,Intervenor in a related case,low
entity,PER-03301,David Rodriguez,,epstein-docs,epstein-docs_role,category/role,people,Pilot,low
entity,PER-03318,Doug Schuettle,,epstein-docs,rhowardstone,category/role,people,associate,low
entity,PER-03356,Daniel H. Weiner,,epstein-docs,epstein-docs_role,category/role,people,Counsel for the Co-Executors of the Epstein Estate,low
entity,PER-03358,Daniel Nardello,,epstein-docs,epstein-docs_role,category/role,people,"Affiant in affidavit dated September 28, 2011",low
entity,PER-03365,Danielle Bensky,,epstein-docs,epstein-docs_role,category/role,people,Jeffrey Epstein victim,low
entity,PER-03377,"Darrin, Drake",,epstein-docs,rhowardstone,category/role,people,associate,low
entity,PER-03384,Dave,,epstein-docs,epstein-docs_role,category/role,people,Caller who left a message for Jo Jo,low
entity,PER-03391,David & Anne Fell,,epstein-docs,epstein-docs_role,category/role,people,Individuals with redacted personal contact information,low
entity,PER-03393,David A. Dieni,,epstein-docs,epstein-docs_role,category/role,people,Movant seeking to intervene in the case,low
entity,PER-03406,David E. McCraw,,epstein-docs,epstein-docs_role,category/role,people,Senior Vice President & Deputy General Counsel of The New York Times Company,low
entity,PER-03424,David R. Clark,,epstein-docs,epstein-docs_role,category/role,people,"Author of the document, likely a literary critic or academic",low
entity,PER-03532,Joseph Recarey,,epstein-docs,epstein-docs_role,category/role,people,Mentioned as someone the witness may or may not remember,low
entity,PER-03542,Dexter A. Lee,,epstein-docs,epstein-docs_role,category/role,people,Assistant United States Attorney,low
entity,PER-03599,Dominique Strauss-Kahn,,epstein-docs,epstein-docs_role,category/role,people,Comparator in a previous case,low
entity,PER-03637,Douglas A. Schoettle,,epstein-docs,epstein-docs_role,category/role,people,Individual listed in the document,low
entity,PER-03654,Birnbaum,,epstein-docs,epstein-docs_role,category/role,people,Medical Professional,low
entity,PER-03756,Ellen,,epstein-docs,epstein-docs_role,category/role,people,Passenger/Person mentioned in remarks,low
entity,PER-03874,Eric,,epstein-docs,epstein-docs_role,category/role,people,"Mendilton's brother, who participated in social activities",low
entity,PER-03898,Erwin Mayer,,epstein-docs,epstein-docs_role,category/role,people,Sender of letters to R. Craig Brubaker and Bob Price,low
entity,PER-04079,Former Senator George Mitchell,,epstein-docs,epstein-docs_role,category/role,people,Passenger/Person of note,low
entity,PER-04098,Frances Hardinge,,epstein-docs,epstein-docs_role,category/role,people,Passenger or crew member,low
entity,PER-04184,Greg Holubert,,epstein-docs,epstein-docs_role,category/role,people,Passenger/observer,low
entity,PER-04383,Gloria Allred,,epstein-docs,epstein-docs_role,category/role,people,Attorney for Jane Does in related Epstein case,low
entity,PER-04559,Helen H Kim,,epstein-docs,epstein-docs_role,category/role,people,Individual who spoke to the person recording the message,low
entity,PER-04609,"Hanson, R. F.",,epstein-docs,epstein-docs_role,category/role,people,researcher on sexual assault and disclosure,low
